bank_txn_id,transaction_date,transaction_type,flow_direction,counterparty,amount,currency
BNK0001246,2025-10-30,Customer Receipt,Inflow,Blue Horizon SARL,3142.81,EUR
BNK0001247,2025-10-24,Customer Receipt,Inflow,Atlas Trading Holding,2544.72,EUR
BNK0001248,2025-10-05,Customer Receipt,Inflow,Elite Habitat Services,206.09,EUR
BNK0001249,2025-11-09,Customer Receipt,Inflow,Aurelien Morel,83.75,EUR
BNK0001250,2025-10-29,Customer Receipt,Inflow,Laura Diallo,1318.84,eur
BNK0001251,2025-10-28,Customer Receipt,Inflow,Blue Horizon Holding,92.16,EUR
BNK0001252,2025-10-07,Customer Receipt,Inflow,Noemie Leroy,299.28,EUR
BNK0001253,2025-12-01,Customer Receipt,Inflow,Riviera Supply SARL,1013.24,EUR
BNK0001254,2025-10-10,Customer Receipt,Inflow,Delta Market Holding,881.58,EUR
BNK0001255,04/11/2025,Customer Receipt,Inflow,Sarah Petit,734.69,EUR
BNK0001256,2025-11-09,Customer Receipt,Inflow,Soleil Distribution Group,1261.06,EUR
BNK0001257,2025-11-15,Customer Receipt,Inflow,Louis Michel,125.97,EUR
BNK0001258,2025-10-19,Customer Receipt,Inflow,Cap Sud Equipement SARL,43.11,EUR
BNK0001259,2025-11-14,Customer Receipt,Inflow,Mariam Garcia,383.61,EUR
BNK0001260,2025-10-17,Customer Receipt,Inflow,Cap Sud Equipement SAS,709.44,EUR
BNK0001261,2025-11-15,Customer Receipt,Inflow,Thomas Dubois,824.89,EUR
BNK0001262,2025-10-21,Customer Receipt,Inflow,Florian Legrand,1248.63,EUR
BNK0001263,2025-10-17,Customer Receipt,Inflow,Blue Horizon Holding,48.72,EUR
BNK0001264,2025-12-02,Customer Receipt,Inflow,Soleil Distribution SARL,1081.0,EUR
BNK0001265,2025-10-31,Customer Receipt,Inflow,Mediterra Shop Holding,2351.36,EUR
BNK0001266,2025-11-01,Customer Receipt,Inflow,Laura Diallo,151.4,EUR
BNK0001267,2025-10-15,Customer Receipt,Inflow,Mediterra Shop Holding,305.17,EUR
BNK0001268,2025-10-25,Customer Receipt,Inflow,Bati Plus Group,618.03,EUR
BNK0001269,2025-12-23,Customer Receipt,Inflow,Lea Diallo,344.6,EUR
BNK0001270,2025-12-21,Customer Receipt,Inflow,Elite Habitat SARL,790.13,EUR
BNK0001271,2025-12-08,Customer Receipt,Inflow,Sarah Robert,2864.0,EUR
BNK0001272,2025-11-09,Customer Receipt,Inflow,Chloe Legrand,23.31,EUR
BNK0001273,2025-12-22,Customer Receipt,Inflow,Smart Office Services,1800.6,EUR
BNK0001274,2025-11-05,Customer Receipt,Inflow,Smart Office Group,561.3,EUR
BNK0001275,2025-12-16,Customer Receipt,Inflow,Brahim Martinez,464.54,EUR
BNK0001276,2025-12-03,Customer Receipt,Inflow,Aicha Vincent,133.23,EUR
BNK0001277,2025-12-13,Customer Receipt,Inflow,Paul Konate,321.67,EUR
BNK0001278,2026-01-11,Customer Receipt,Inflow,Hugo David,1140.32,EUR
BNK0001279,2025-12-10,Customer Receipt,Inflow,Aurelien Morel,232.82,EUR
BNK0001280,2025-12-23,Customer Receipt,Inflow,Paul Leroy,547.81,EUR
BNK0001281,2025-11-18,Customer Receipt,Inflow,Elodie Girard,3532.68,EUR
BNK0001282,2025-12-08,Customer Receipt,Inflow,Florian Girard,5113.97,EUR
BNK0001283,2025-12-16,Customer Receipt,Inflow,Vision Commerce Group,2166.93,EUR
BNK0001284,2025-12-19,Customer Receipt,Inflow,Vision Commerce Group,699.91,EUR
BNK0001285,2025-12-17,Customer Receipt,Inflow,Kora Logistics SARL,115.63,EUR
BNK0001286,2025-11-18,Customer Receipt,Inflow,Atlas Trading Group,450.14,EUR
 BNK0001287,2025-11-18,Customer Receipt,Inflow,Smart  Office  Group,649.02,EUR
BNK0001288,2025-11-10,Customer Receipt,Inflow,Julie Diop,197.28,EUR
BNK0001289,2025-11-14,Customer Receipt,Inflow,Bati Plus SARL,1412.71,EUR
BNK0001290,2025-12-15,Customer Receipt,Inflow,Kora Logistics Group,404.53,EURO
BNK0001291,2025-12-09,Customer Receipt,Inflow,Riviera Supply SAS,186.32,EUR
BNK0001292,2026-01-03,Customer Receipt,Inflow,Smart Office Holding,814.56,EUR
BNK0001293,2025-11-24,Customer Receipt,Inflow,Elodie Girard,601.7,EUR
BNK0001294,2025-11-25,Customer Receipt,Inflow,Urban Motion SARL,1156.45,EUR
BNK0001295,2025-11-16,Customer Receipt,Inflow,Mehdi Fournier,764.01,EUR
BNK0001296,2025-11-23,Customer Receipt,Inflow,Alpha Partners SAS,119.45,EUR
BNK0001297,2025-12-08,Customer Receipt,Inflow,Mariam Garcia,205.51,EUR
BNK0001298,2025-11-23,Customer Receipt,Inflow,Atlas Trading SARL,101.02,EUR
BNK0001299,2026-01-01,Customer Receipt,Inflow,Elite Habitat Holding,376.92,EUR
BNK0001300,2025-12-12,Customer Receipt,Inflow,Aicha Francois,663.17,EUR
BNK0001301,2025-12-09,Customer Receipt,Inflow,Hexa Services SARL,346.46,EUR
BNK0001302,2025-12-22,Customer Receipt,Inflow,Hugo Lefevre,187.45,EUR
BNK0001303,2025-12-17,Customer Receipt,Inflow,Riviera Supply SAS,1089.16,EUR
BNK0001304,2025-12-20,Customer Receipt,Inflow,Ines Chevalier,122.5,EUR
BNK0001305,2025-12-09,Customer Receipt,Inflow,Kora Logistics Group,2181.45,EUR
BNK0001306,2026-01-01,Customer Receipt,Inflow,Louis Petit,439.16,EUR
BNK0001307,2025-12-27,Customer Receipt,Inflow,Brahim Leroy,1305.96,EUR
BNK0001308,2026-01-05,Customer Receipt,Inflow,Elite Habitat SARL,336.28,EUR
BNK0001309,2025-12-12,Customer Receipt,Inflow,Camille Bertrand,2578.92,EUR
BNK0001310,2025-12-13,Customer Receipt,Inflow,Sarah Petit,983.32,EUR
BNK0001311,2025-12-09,Customer Receipt,Inflow,Riviera Supply Holding,1672.89,EUR
bnk0001312,2025-12-19,Customer Receipt,Inflow,Louis Petit,4517.91,EUR
BNK0001313,2025-12-11,Customer Receipt,Inflow,Bati Plus Group,1822.9,EUR
BNK0001314,2025-12-29,Customer Receipt,Inflow,Kora Logistics SARL,332.18,EUR
BNK0001315,2025-11-09,Customer Receipt,Inflow, Emma Dubois,1571.79,EURO
BNK0001316,2026-01-09,Customer Receipt,Inflow,Hugo David,512.63,EUR
BNK0001317,2025-12-24,Customer Receipt,Inflow,Ahmed Bertrand,1633.79,EUR
BNK0001318,2025-12-16,Customer Receipt,Inflow,Elite Habitat Holding,336.82,EUR
BNK0001319,2025-11-13,Customer Receipt,Inflow,Cap Sud Equipement SARL,738.72,EUR
BNK0001320,2025-11-28,Customer Receipt,Inflow,Romain Konate,3875.97,EUR
BNK0001321,2025-11-13,Customer Receipt,Inflow,Atlas Trading SARL,120.39,EUR
BNK0001322,2025-11-12,Customer Receipt,Inflow,Alpha Partners Group,2421.6,EUR
BNK0001323,2025-12-11,Customer Receipt,Inflow,Louis Vincent,17234.64,EUR
BNK0001324,2025-11-16,Customer Receipt,Inflow,Vision Commerce Services,2304.34,EUR
BNK0001325,2025-12-02,Customer Receipt,Inflow,Thomas Dubois,3072.36,EUR
BNK0001326,2025-12-08,Customer Receipt,Inflow,Riviera Supply SAS,1578.08,EUR
BNK0001327,2025-11-05,Customer Receipt,Inflow,Florian Legrand,2459.13,EUR
BNK0001328,2025-11-18,Customer Receipt,Inflow,Hexa Services Group,431.01,EUR
BNK0001329,2025-12-02,Customer Receipt,Inflow,Emma Dubois,2835.56,EUR
BNK0001330,2025-11-21,Customer Receipt,Inflow,Nova Retail SAS,304.24,EUR
BNK0001331,2025-11-19,Customer Receipt,Inflow,Prestige Home SAS,909.63,EUR
BNK0001332,2025-11-10,Customer Receipt,Inflow,Alpha Partners SAS,1494.85,EUR
BNK0001333,2025-12-02,Customer Receipt,Inflow,Kora Logistics SARL,3269.94,EUR
BNK0001334,2025-11-07,Customer Receipt,Inflow,Riviera Supply Group,1296.28,EUR
BNK0001335,2025-12-30,Customer Receipt,Inflow,Urban Motion SAS,85.27,EUR
BNK0001336,2025-11-29,Customer Receipt,Inflow,Mehdi Fournier,195.84,EUR
BNK0001337,2025-12-20,Customer Receipt,Inflow,Camille Diallo,944.64,EUR
BNK0001338,2025-12-14,Customer Receipt,Inflow,Brahim Martinez,2598.12,EUR
BNK0001339,2025-12-20,Customer Receipt,Inflow,Camille Diallo,296.46,EUR
BNK0001340,2025-12-22,Customer Receipt,Inflow,Salome Bonnet,525.35,EUR
BNK0001341,2025-12-28,Customer Receipt,Inflow,Florian Robert,2453.85,EUR
BNK0001342,2025-11-19,Customer Receipt,Inflow,Fatou Robert,143.3,EUR
BNK0001343,2025-11-10,Customer Receipt,Inflow,Cap Sud Equipement SARL,129.42,EUR
BNK0001344,2025-11-07,Customer Receipt,Inflow,Karim Dupont,135.8,EUR
BNK0001345,2025-12-02,Customer Receipt,Inflow,Elite Habitat Services,2286.5,EUR
BNK0001346,2026-01-04,Customer Receipt,Inflow,Elite Habitat SARL,1660.65,EUR
BNK0001347,2025-12-14,Customer Receipt,Inflow,Julie Lefevre,662.21,EUR
BNK0001348,2025-12-16,Customer Receipt,Inflow,Florian Girard,369.25,EUR
BNK0001349,2025-12-31,Customer Receipt,Inflow,Sarah Petit,4257.91,EUR
BNK0001350,2025-12-01,Customer Receipt,Inflow,Nova Retail SAS,1965.12,EUR
BNK0001351,2025-12-11,Customer Receipt,Inflow,Mediterra Shop Holding,402.18,EUR
BNK0001352,2025-11-14,Customer Receipt,Inflow,Chloe Bamba,281.19,EUR
BNK0001353,2025-12-18,Customer Receipt,Inflow,Louis Michel,5037.57,EUR
BNK0001354,2025-12-12,Customer Receipt,Inflow,Morgane Andre,532.46,EUR
BNK0001355,2025-12-15,Customer Receipt,Inflow,Brahim Morel,495.19,EUR
BNK0001356,2025-11-14,Customer Receipt,Inflow,Elite Habitat Services,679.18,EUR
BNK0001357,11-23-2025,Customer Receipt,Inflow,Bati Plus Group,1855.0,EUR
BNK0001358,2025-11-24,Customer Receipt,Inflow,Jade Richard,93.87,EUR
BNK0001359,2025-11-30,Customer Receipt,Inflow,Hexa Services SARL,585.9,EUR
BNK0001360,2026-01-17,Customer Receipt,Inflow,Antoine Dupont,731.99,EUR
BNK0001361,2025-11-19,Customer Receipt,Inflow,Karim Dupont,3444.84,EUR
BNK0001362,2025-12-14,Customer Receipt,Inflow,Louis Lambert,830.8,EUR
BNK0001363,2026-01-07,Customer Receipt,Inflow,Optima Conseil Holding,694.85,EUR
BNK0001364,,Customer Receipt,Inflow,Kora Logistics SARL,"770,96",EUR
BNK0001365,2026-01-13,Customer Receipt,Inflow,Hugo David,288.33,EUR
BNK0001366,2025-12-30,Customer Receipt,Inflow,Riviera Supply SAS,44.5,EUR
BNK0001367,2025-12-16,Customer Receipt,Inflow,Camille Bertrand,338.77,EUR
BNK0001368,2025-11-10,Customer Receipt,Inflow,Atlas Trading SARL,335.16,EUR
BNK0001369,2025-12-18,Customer Receipt,Inflow,Azur Concept Services,607.32,EUR
BNK0001370,2026-01-07,Customer Receipt,Inflow,Ahmed Bertrand,79.9,EUR
BNK0001371,2025-11-29,Customer Receipt,Inflow,Riviera Supply Group,410.5,EUR
BNK0001372,2025-12-28,Customer Receipt,Inflow,Aicha Francois,1094.46,EUR
BNK0001373,2026-01-20,Customer Receipt,Inflow,Prestige Home Holding,699.6,EUR
BNK0001374,2025-12-26,Customer Receipt,Inflow,Lea Lambert,547.16,EUR
BNK0001375,2025-12-23,Customer Receipt,Inflow,Brahim Leroy,443.88,EUR
BNK0001376,2025-11-22,Customer Receipt,Inflow,Cap Sud Equipement Holding,3666.26,EUR
BNK0001377,2026-01-02,Customer Receipt,Inflow,Soleil Distribution Group,448.59,EUR
BNK0001378,2025-11-19,Customer Receipt,Inflow,Mediterra Shop Holding,133.21,EUR
BNK0001379,2026-01-15,Customer Receipt,Inflow,Soleil Distribution Group,996.58,EUR
BNK0001380,2026-01-05,Customer Receipt,Inflow,Lea Diallo,1130.55,EUR
BNK0001381,2025-12-29,Customer Receipt,Inflow,Antoine Petit,5343.07,EUR
BNK0001382,2025-12-15,Customer Receipt,Inflow,Thomas Martin,66.59,EUR
BNK0001383,2025-12-31,Customer Receipt,Inflow,Nicolas Durand,5537.54,EUR
BNK0001384,2025-11-11,Customer Receipt,Inflow,Mehdi Moreau,549.67,EUR
BNK0001385,2026-01-05,Customer Receipt,Inflow,Florian Robert,6137.69,EUR
BNK0001386,2025-11-08,Customer Receipt,Inflow,Delta Market Holding,716.0,EUR
BNK0001387,2025-11-11,Customer Receipt,Inflow,Noemie Bamba,2081.99,EUR
BNK0001388,2025-11-20,Customer Receipt,Inflow,Noemie Vincent,41.49,EUR
BNK0001389,2025-12-07,Customer Receipt,Inflow,Atlas Trading Holding,1270.14,EUR
BNK0001390,2025-11-06,Customer Receipt,Inflow,Morgane Vincent,533.29,EUR
BNK0001391,2025-12-12,Customer Receipt,Inflow,Elodie Martinez,311.22,EUR
BNK0001392,2025-12-30,Customer Receipt,Inflow,Optima Conseil Holding,1401.84,EUR
BNK0001393,2025-12-08,Customer Receipt,Inflow,Delta Market Group,925.35,EUR
BNK0001394 ,2026-01-06,Customer Receipt,Inflow,Soleil Distribution SARL,120.4,EURO
BNK0001395,2025-12-16,Customer Receipt,Inflow,Brahim Martinez,598.04,EUR
BNK0001396,2025-12-28,Customer Receipt,Inflow,Louis David,326.97,EUR
BNK0001397,2025-11-19,Customer Receipt,Inflow,Azur Concept Services,2635.99,EUR
BNK0001398,2025-12-01,Customer Receipt,Inflow,Noemie Bamba,325.56,EUR
BNK0001399,2025-12-10,Customer Receipt,Inflow,Ines Chevalier,2195.18,EUR
BNK0001400,2025-12-22,Customer Receipt,Inflow,Atlas Trading Holding,43.34,EUR
BNK0001401,2026-01-09,Customer Receipt,Inflow,Soleil Distribution SARL,3473.77,EUR
BNK0001402,2025-11-25,Customer Receipt,Inflow,Alpha Partners Group,389.41,EUR
BNK0001403,2025-11-12,Customer Receipt,Inflow,Riviera Supply Group,624.21,EUR
BNK0001404,2025-12-18,Customer Receipt,Inflow, Vision Commerce Group ,37.0,EUR
BNK0001405,2025-12-24,Customer Receipt,Inflow,Sarah Bernard,41.51,EUR
BNK0001406,2025-11-19,Customer Receipt,Inflow,Atlas Trading SARL,133.89,eur
BNK0001407,2025-11-11,Customer Receipt,Inflow,Riviera Supply Group,1789.0,EUR
BNK0001408,2025-12-11,Customer Receipt,Inflow,Aurelien Lefevre,161.9,EUR
BNK0001409,2025-11-27,Customer Receipt,Inflow,Lucie Bertrand,513.43,EUR
BNK0001410,2025-11-26,Customer Receipt,Inflow,Urban Motion Services,776.79,EUR
BNK0001411,2025-12-19,Customer Receipt,Inflow,Riviera Supply Holding,83.94,EUR
BNK0001412,2025-12-27,Customer Receipt,Inflow,Riviera Supply SAS,530.77,EUR
BNK0001413,2025-12-04,Customer Receipt,Inflow,Brahim Morel,128.67,EUR
BNK0001414,2025-12-13,Customer Receipt,Inflow,Paul Konate,135.67,EUR
BNK0001415,2025-11-05,Customer Receipt,Inflow,Dylan Lambert,150.48,EUR
BNK0001416,2025-12-30,Customer Receipt,Inflow,Optima Conseil Holding,813.45,EUR
BNK0001417,12/01/2026,Customer Receipt,Inflow,Riviera Supply SARL,410.48,EUR
BNK0001418,2025-11-16,Customer Receipt,Inflow,Fatou Garcia,2141.83,EUR
BNK0001419,2026-01-17,Customer Receipt,Inflow,Ahmed Bertrand,3393.53,EUR
BNK0001420,2025-11-29,Customer Receipt,Inflow,Jade Lopez,357.25,EUR
BNK0001421,2025-11-07,Customer Receipt,Inflow,Prestige Home Services,861.71,EUR
BNK0001422,2025-11-26,Customer Receipt,Inflow,Hexa Services Group,140.0,eur
BNK0001423,2025-12-14,Customer Receipt,Inflow,Atlas Trading Holding,1764.26,EUR
BNK0001424,2025-12-30,Customer Receipt,Inflow,Urban Motion SAS,999.54,EUR
BNK0001425,2025-11-07,Customer Receipt,Inflow,Fatou Robert,92.66,EUR
BNK0001426,2025-12-16,Customer Receipt,Inflow,N/A,305.59,EUR
BNK0001427,2025-11-18,Customer Receipt,Inflow,Lea Konate,744.48,EUR
BNK0001428,2025-12-16,Customer Receipt,Inflow,Elite Habitat Holding,205.51,EUR
BNK0001429,2025-12-06,Customer Receipt,Inflow,Nova Retail Group,44.68,EUR
BNK0001430,2026-01-16,Customer Receipt,Inflow,Benoit Bamba,3548.46,EUR
BNK0001431,2025-12-07,Customer Receipt,Inflow,Julie Lefevre, 258.45 ,EUR
BNK0001432,2025-12-04,Customer Receipt,Inflow,Aicha Francois,785.9,EUR
BNK0001433,2026-01-03,Customer Receipt,Inflow,Optima Conseil Holding,264.88,EUR
BNK0001434,2025-11-09,Customer Receipt,Inflow,Alpha Partners SAS ,"1744,71",EUR
BNK0001435,2025-11-17,Customer Receipt,Inflow,Prestige Home SARL,974.16,EUR
BNK0001436,2025-12-31,Customer Receipt,Inflow,Optima Conseil Holding,3560.91,EUR
BNK0001437,2025-12-16,Customer Receipt,Inflow,Antoine Dupont,43.61,EUR
BNK0001438,2025-11-13,Customer Receipt,Inflow,Karim Dupont,2434.83,EUR
BNK0001439,2025-11-09,Customer Receipt,Inflow,Jade Richard,196.37,EUR
BNK0001440,2025-12-25,Customer Receipt,Inflow,Azur Concept SARL,1939.43,EUR
BNK0001441,2025-11-19,Customer Receipt,Inflow,Morgane Vincent,205.77,EUR
BNK0001442,2025-11-14,Customer Receipt,Inflow,Azur Concept Services,2854.16,EUR
BNK0001443,2025-11-14,Customer Receipt,Inflow,Riviera Supply Group,97.4,EUR
BNK0001444,2025-12-31,Customer Receipt,Inflow,Alpha Partners SAS,318.45,EUR
BNK0001445,2026-01-23,Customer Receipt,Inflow,Salome Traore,208.53,EUR
BNK0001446,2025-12-27,Customer Receipt,Inflow,Blue Horizon SARL,383.84,EUR
 BNK0001447,2026-01-02,Customer Receipt,Inflow,Elite Habitat SARL,676.82,EUR
BNK0001448,2025-12-08,Customer Receipt,Inflow,Yassine Legrand,141.43,EUR
BNK0001449,2025-12-25,Customer Receipt,Inflow,Emma Bernard,637.89,EUR
BNK0001450,2025-12-16,Customer Receipt,Inflow,Morgane Vincent,1286.1,EUR
 BNK0001451,2026-01-19,Customer Receipt,Inflow,Riviera Supply SAS,261.0,EUR
BNK0001452,2026-01-14,Customer Receipt,Inflow,Atlas Trading Holding,2753.77,EUR
BNK0001453,2026-01-25,Customer Receipt,Inflow,Hugo Lefevre,1056.96,EUR
BNK0001454,2026-01-22,Customer Receipt,Inflow,Urban Motion Holding,36.8,EUR
BNK0001455,2025-12-02,Customer Receipt,Inflow,Karim Dupont,2360.04,EUR
BNK0001456,2026-01-28,Customer Receipt,Inflow,Chloe Robert,4346.52,EUR
BNK0001457,2025-12-22,Customer Receipt,Inflow,Chloe Bamba,1802.78,EUR
BNK0001458,2025-12-20,Customer Receipt,Inflow,Mehdi Fournier,2697.69,EUR
BNK0001459,2026-02-07,Customer Receipt,Inflow,Maxime Diallo,2163.73,EUR
BNK0001460,2026-01-12,Customer Receipt,Inflow,Azur Concept SARL,3340.63,EUR
BNK0001461,2025-12-07,Customer Receipt,Inflow,Lucie Bertrand,2256.0,EUR
BNK0001462,2025-12-05,Customer Receipt,Inflow,Ahmed Lopez,891.3,EUR
BNK0001463,2026-02-03,Customer Receipt,Inflow,Benoit Bamba,261.91,EUR
BNK0001464,2025-12-05,Customer Receipt,Inflow,Julie Diop,2949.3,EUR
BNK0001465,2025-12-04,Customer Receipt,Inflow,Emma Bernard,1930.77,EUR
BNK0001466,2025-12-31,Customer Receipt,Inflow,Smart Office Holding,16007.07,EUR
BNK0001467,2026-02-01,Customer Receipt,Inflow,Maxime Bertrand,2482.46,EUR
BNK0001468,2026-01-06,Customer Receipt,Inflow,Sarah Petit,568.04,EUR
BNK0001469,2025-12-08,Customer Receipt,Inflow,Elite Habitat Services,109.76,EUR
BNK0001470,2025-12-09,Customer Receipt,Inflow,N/A,1572.98,EUR
BNK0001471,2025-12-31,Customer Receipt,Inflow,Fatou Robert,855.2,EUR
BNK0001472,2026-01-26,Customer Receipt,Inflow,Atlas Trading Services,305.46,EUR
BNK0001473,2025-12-16,Customer Receipt,Inflow,Lea Konate,8511.92,EUR
BNK0001474,2025-12-12,Customer Receipt,Inflow,Bati Plus Group,182.02,EUR
BNK0001475,2026-01-26,Customer Receipt,Inflow,Dylan Chevalier,3293.2,EUR
BNK0001476,2025-12-19,Customer Receipt,Inflow,Emma Bernard,1762.84,EUR
BNK0001477,2025-12-03,Customer Receipt,Inflow,Riviera Supply Group,178.61,EUR
BNK0001478,2026-02-12,Customer Receipt,Inflow,Urban Motion SAS,445.19,EUR
BNK0001479,2025-12-21,Customer Receipt,Inflow,Atlas Trading Group,787.95,EUR
BNK0001480,2026-01-24,Customer Receipt,Inflow,Optima Conseil Holding,260.16,EUR
BNK0001481,2026-01-15,Customer Receipt,Inflow,Optima Conseil Holding,594.4,EUR
BNK0001482,2025-12-24,Customer Receipt,Inflow,Smart Office Holding,3089.96,EUR
BNK0001483,2026-01-28,Customer Receipt,Inflow,Vision Commerce Group,285.85,EUR
BNK0001484,2025-12-08,Customer Receipt,Inflow,Prestige Home SARL,1024.95,EUR
BNK0001485,2025-12-22,Customer Receipt,Inflow,Atlas Trading Group,3550.22,EUR
BNK0001486,2026-01-28,Customer Receipt,Inflow,Topline Solutions SAS,362.08,EUR
BNK0001487,2026-01-27,Customer Receipt,Inflow,Kora Logistics SARL,86.53,EUR
BNK0001488,2026-01-17,Customer Receipt,Inflow,Optima Conseil Group,185.55,EUR
BNK0001489,2026-02-09,Customer Receipt,Inflow,Kora Logistics SARL,175.63,EUR
BNK0001490,2025-12-09,Customer Receipt,Inflow,Romain Konate,361.04,EUR
BNK0001491,2026-01-31,Customer Receipt,Inflow,Brahim Martinez,1748.5,EUR
BNK0001492,2025-12-13,Customer Receipt,Inflow,Noemie Bamba,297.22,EUR
BNK0001493,2026-01-13,Customer Receipt,Inflow,Camille Diallo,307.23,EUR
BNK0001494,2026-01-29,Customer Receipt,Inflow,Riviera Supply SAS,733.26,EUR
BNK0001495,2026-02-06,Customer Receipt,Inflow,Thomas Dubois,258.51,EUR
BNK0001496,2025-12-18,Customer Receipt,Inflow,Vision Commerce SAS,3787.49,EUR
BNK0001497,2025-12-19,Customer Receipt,Inflow,Riviera Supply Group,2897.52,EUR
BNK0001498,2026-01-21,Customer Receipt,Inflow,Delta Market Group,260.63,EUR
BNK0001499,2026-01-16,Customer Receipt,Inflow,Vision Commerce Group,785.07,EUR
BNK0001500,2026-02-11,Customer Receipt,Inflow,Soleil Distribution SARL,3230.94,EUR
BNK0001501,2026-01-13,Customer Receipt,Inflow,Kora Logistics SARL,223.73,EUR
BNK0001502,2025-12-21,Customer Receipt,Inflow,Emma  Bernard,5997.86, Eur 
BNK0001503,2025-12-28,Customer Receipt,Inflow,N/A,1271.6,eur
BNK0001504,2026-01-29,Customer Receipt,Inflow,Kevin Traore,2154.86,EUR
BNK0001505,2026-01-02,Customer Receipt,Inflow,Camille Petit,2196.0,EUR
BNK0001506,2026-01-22,Customer Receipt,Inflow,Elodie Martinez,1976.38,EUR
BNK0001507,2026-01-02,Customer Receipt,Inflow,Salome Diallo,137.41,EUR
BNK0001508,2026-01-26,Customer Receipt,Inflow,Lea Lambert,70.08,EUR
BNK0001509,2026-01-10,Customer Receipt,Inflow,Riviera Supply Holding,277.43,EUR
BNK0001510,2025-12-06,Customer Receipt,Inflow,Jade Richard,214.47,EUR
BNK0001511,2026-01-17,Customer Receipt,Inflow,Mediterra Shop Holding,826.47,EUR
BNK0001512,2026-01-22,Customer Receipt,Inflow,Urban Motion SAS,2263.29,EUR
BNK0001513,2025-12-10,Customer Receipt,Inflow,Yassine Konate,2396.28,EUR
BNK0001514,2026-01-02,Customer Receipt,Inflow,Aurelien Lefevre,1826.62,EUR
BNK0001515,2026-01-21,Customer Receipt,Inflow,Optima Conseil Services,227.89,EUR
BNK0001516,2026-01-23,Customer Receipt,Inflow,Thomas Dubois,3268.12,EURO
BNK0001517,2025-12-15,Customer Receipt,Inflow,Azur Concept Services,532.64,EUR
BNK0001518,2026-01-24,Customer Receipt,Inflow,Paul Dubois,252.63,EUR
BNK0001519,,Customer Receipt,Inflow,Soleil Distribution SARL,606.42,EUR
BNK0001520,2025-12-17,Customer Receipt,Inflow,Lucie Bertrand,99.17,EUR
BNK0001521,2026-01-02,Customer Receipt,Inflow,Bati Plus Group,1266.03,EUR
BNK0001522,2025-12-17,Customer Receipt,Inflow,Karim Roux,2313.0,EUR
BNK0001523,2026-02-11,Customer Receipt,Inflow,Antoine Dupont,7254.14,EUR
BNK0001524,2026-01-06,Customer Receipt,Inflow,Mariam Garcia,2118.18,EUR
BNK0001525,2025-12-05,Customer Receipt,Inflow,Cap Sud Equipement SARL,1680.72,EUR
BNK0001526,2026-01-29,Customer Receipt,Inflow,Thomas Dupont,718.01,EUR
BNK0001527,2025-12-28,Customer Receipt,Inflow,blue horizon holding, 279.04 ,EUR
BNK0001528,2026-01-24,Customer Receipt,Inflow,Elite Habitat SARL,1474.77,EUR
BNK0001529,2026-01-06,Customer Receipt,Inflow,Elodie Martinez, 89.77 ,EUR
BNK0001530,2026-02-07,Customer Receipt,Inflow,Optima Conseil Group,112.86,EUR
BNK0001531,2025-12-17,Customer Receipt,Inflow,Jade Richard,131.4,EUR
BNK0001532,2025-12-26,Customer Receipt,Inflow,Atlas Trading SARL,1230.77,EUR
BNK0001533,2025-12-12,Customer Receipt,Inflow,Ines Simon,619.28,EUR
BNK0001534,2026-01-24,Customer Receipt,Inflow,Julie Roux,18860.18,EUR
BNK0001535,2025-12-23,Customer Receipt,Inflow,Prestige Home Services,1227.86,EUR
BNK0001536,2026-01-20,Customer Receipt,Inflow,Kevin Traore,128.72,EUR
BNK0001537,2025-12-14,Customer Receipt,Inflow,  Lucie Bertrand   ,2824.57,EUR
BNK0001538,2025-12-31,Customer Receipt,Inflow,Soleil Distribution SAS,429.84,EUR
BNK0001539,2026-01-11,Customer Receipt,Inflow,Brahim Martinez,320.76,EUR
BNK0001540,2026-01-23,Customer Receipt,Inflow,Urban Motion SAS,1971.64,EUR
BNK0001541,2025-12-17,Customer Receipt,Inflow,Emma Bernard,24.42,EUR
BNK0001542,2026-01-24,Customer Receipt,Inflow,Thomas Thomas,230.79,EUR
BNK0001543,2026-02-08,Customer Receipt,Inflow,Fatou Petit,260.88,EUR
BNK0001544,2026-01-19,Customer Receipt,Inflow,Chloe Moreau,2577.66,EUR
BNK0001545,2025-12-24,Customer Receipt,Inflow,Azur Concept Services,2415.87,EUR
BNK0001546,2025-12-10,Customer Receipt,Inflow,Karim Roux,1107.61,EUR
BNK0001547,2026-01-20,Customer Receipt,Inflow,Camille Garnier,251.92,EUR
BNK0001548,2026-01-03,Customer Receipt,Inflow,Atlas Trading Holding,626.09,EUR
BNK0001549,2025-12-03,Customer Receipt,Inflow,Fatou Robert,726.24,EUR
BNK0001550,2026-01-17,Customer Receipt,Inflow,Paul Dubois,271.58,EUR
BNK0001551,2026-01-09,Customer Receipt,Inflow,Aurelien Lefevre,250.34,EUR
BNK0001552,2025-12-25,Customer Receipt,Inflow,Morgane Vincent,237.71,EUR
BNK0001553,2025-12-04,Customer Receipt,Inflow,Smart Office Group,276.32,EUR
BNK0001554,2026-01-23,Customer Receipt,Inflow,Julie Roux,3206.81,EUR
BNK0001555,2025-12-24,Customer Receipt,Inflow,Blue Horizon SARL,262.01,EUR
BNK0001556,2026-01-30,Customer Receipt,Inflow,Salome Bonnet,41.65,EUR
BNK0001557,2025-12-21,Customer Receipt,Inflow,Karim Roux,1038.46,EUR
